"","TeamName","Season","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM","seed","BY.YEAR.NO","BY.ROUND.NO","TEAM.NO","SEED","ROUND","CURRENT.ROUND","SCORE","Win","Upset"
"1429","UC Irvine",2019,66.0757,310,65.0838,296,108.285,67,106.606,125,94.5646,17,97.144,58,9.46217,75,"13",1429,815,751,13,32,32,54,FALSE,0
"1430","Oregon",2019,65.9065,315,64.0656,328,106.247,107,107.7,108,94.5948,18,92.5481,18,15.1521,43,"12",1430,816,762,12,16,32,73,TRUE,0
"1431","Oklahoma",2019,69.7223,133,68.6808,112,101.398,216,109.401,73,98.1919,58,93.8663,23,15.5345,38,"9",1431,817,764,9,32,32,51,FALSE,0
"1432","Virginia ",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432,818,269,1,1,32,63,TRUE,0
"1433","Michigan",2019,65.2647,329,64.4257,320,107.986,72,115.516,18,89.8084,3,86.081,2,29.4352,5,"2",1433,819,779,2,16,32,64,TRUE,0
"1434","Florida",2019,64.8004,339,62.6903,346,104.227,148,110.219,60,97.2175,48,91.895,14,18.3239,28,"10",1434,820,796,10,32,32,49,FALSE,0
"1435","Texas Tech",2019,67.7066,246,66.5403,226,108.08,70,112.694,36,87.1746,1,85.9468,1,26.7476,9,"3",1435,821,752,3,2,32,78,TRUE,0
"1436","Buffalo",2019,74.6814,10,73.7602,9,112.955,17,114.89,19,94.4045,13,94.5531,29,20.337,22,"6",1436,822,801,6,32,32,58,FALSE,0
"1437","Florida St.",2019,69.2552,155,68.2507,135,106.629,95,112.987,31,95.7851,33,90.4293,9,22.5574,14,"4",1437,823,795,4,16,32,90,TRUE,0
"1438","Murray St.",2019,71.1289,76,69.0116,98,114.766,8,112.038,41,96.0872,38,98.706,81,13.3317,52,"12",1438,824,773,12,32,32,62,FALSE,0
"1439","Baylor",2019,66.6446,289,65.2511,291,107.248,83,113.517,28,100.481,114,98.2238,75,15.2935,41,"9",1439,825,804,9,32,32,71,FALSE,0
"1440","Gonzaga",2019,71.5883,58,69.7687,70,123.829,1,125.125,1,90.7597,5,92.336,16,32.7887,2,"1",1440,826,792,1,8,32,83,TRUE,0
"1441","Michigan St.",2019,68.4006,212,67.4035,182,114.269,9,121.729,4,95.0157,22,90.3679,8,31.3607,4,"2",1441,827,778,2,4,32,70,TRUE,0
"1442","Minnesota",2019,67.9778,234,67.4509,176,103.298,166,110.671,54,101.467,138,96.2136,44,14.4575,47,"10",1442,828,777,10,32,32,50,FALSE,0
"1443","LSU",2019,70.5931,90,69.8753,66,112.474,21,118.485,10,100.645,118,97.5196,62,20.9656,18,"3",1443,829,782,3,16,32,69,TRUE,0
"1444","Maryland",2019,66.2805,303,65.6376,274,107.334,78,113.82,27,98.4651,63,93.8429,22,19.9776,24,"6",1444,830,780,6,32,32,67,FALSE,0
"1445","Virginia Tech",2019,64.36,344,63.2505,337,114.004,10,118.433,11,95.6855,31,93.9634,25,24.4696,11,"4",1445,831,744,4,16,32,67,TRUE,0
"1446","Liberty",2019,64.9577,335,61.7759,349,111.547,29,110.565,56,95.7813,32,99.7435,96,10.8215,63,"12",1446,832,784,12,32,32,58,FALSE,0
"1447","UCF",2019,67.106,278,64.7843,313,107.069,88,110.31,58,95.5875,28,95.7335,36,14.5761,46,"9",1447,833,750,9,32,32,76,FALSE,0
"1448","Duke",2019,73.6764,19,72.2115,18,113.184,15,120.084,6,91.745,8,88.0911,6,31.9925,3,"1",1448,834,798,1,8,32,77,TRUE,0
"1449","Abilene Christian",2019,66.5681,293,66.0042,254,107.102,87,103.625,186,96.7466,43,101.539,119,2.08626,145,"15",1449,1635,807,15,64,64,44,FALSE,0
"1450","Kentucky",2019,67.8907,236,65.8287,265,112.784,19,118.223,13,95.68,30,90.8094,12,27.4133,7,"2",1450,1636,785,2,8,64,79,TRUE,0
"1451","Seton Hall",2019,70.1052,116,68.9235,102,104.576,143,109.303,74,100.893,123,96.3961,49,12.9072,55,"10",1451,1637,757,10,64,64,68,FALSE,0
"1452","Wofford",2019,68.1431,225,65.6363,275,117.982,3,118.357,12,97.8958,55,97.6422,63,20.7146,19,"7",1452,1638,741,7,32,64,84,TRUE,0
"1453","Georgia St.",2019,71.0957,78,69.8602,67,106.563,97,107.886,107,102.734,166,102.289,137,5.59737,111,"14",1453,1639,793,14,64,64,55,FALSE,0
"1454","Houston",2019,67.4728,256,66.1482,247,112.096,25,114.118,24,91.1078,6,91.6934,13,22.4249,15,"3",1454,1640,791,3,16,64,84,TRUE,0
"1455","Ohio St.",2019,66.8768,281,65.6907,272,103.341,165,109.268,75,98.9532,69,94.1896,27,15.0781,45,"11",1455,1641,765,11,32,64,62,TRUE,1
"1456","Iowa St.",2019,68.6743,188,67.6056,161,112.927,18,118.992,9,99.678,90,97.1452,59,21.8472,16,"6",1456,1642,788,6,64,64,59,FALSE,0
"1457","Northeastern",2019,66.215,305,66.0293,252,112.969,16,111.465,48,104.428,202,102.718,145,8.74685,79,"13",1457,1643,767,13,64,64,52,FALSE,0
"1458","Kansas",2019,70.6439,89,69.9355,64,105.568,119,112.746,34,98.4952,64,92.0406,15,20.7051,20,"4",1458,1644,787,4,32,64,87,TRUE,0
"1459","New Mexico St.",2019,67.9012,235,65.5861,278,113.701,13,112.605,37,95.2348,24,99.0173,83,13.588,49,"12",1459,1645,771,12,64,64,77,FALSE,0
"1460","Auburn",2019,68.8594,182,67.5363,166,113.662,14,119.571,8,99.1996,77,96.2397,45,23.3317,13,"5",1460,1646,805,5,4,64,78,TRUE,0
"1461","Washington",2019,67.1691,274,65.8589,263,103.564,157,106.98,119,95.6117,29,93.6134,20,13.3669,51,"9",1461,1647,743,9,32,64,78,TRUE,1
"1462","Utah St.",2019,69.8786,123,67.7963,151,112.264,24,112.966,32,95.2464,25,96.3467,47,16.6198,34,"8",1462,1648,749,8,64,64,61,FALSE,0
"1463","Iona",2019,71.3027,67,70.5217,45,107.93,73,106.514,132,105.576,241,109.593,275,-3.07828,197,"16",1463,1649,790,16,64,64,73,FALSE,0
"1464","North Carolina",2019,76.1162,4,74.2921,5,112.438,22,119.872,7,95.8954,34,90.701,10,29.171,6,"1",1464,1650,770,1,16,64,88,TRUE,0
"1465","Colgate",2019,67.5448,255,66.3489,236,110.64,37,110.038,63,102.764,167,105.751,202,4.2867,129,"15",1465,1651,799,15,64,64,70,FALSE,0
"1466","Tennessee",2019,69.3874,149,67.703,155,116.307,6,122.479,3,98.9814,71,95.4987,34,26.98,8,"2",1466,1652,753,2,16,64,77,TRUE,0
"1467","Iowa",2019,70.2251,106,69.3715,82,110.452,38,117.163,15,104.226,195,101.207,115,15.9555,36,"10",1467,1653,789,10,32,64,79,TRUE,1
"1468","Cincinnati",2019,64.8024,338,63.1993,338,109.572,46,111.566,46,95.5241,27,94.515,28,17.0509,32,"7",1468,1654,800,7,64,64,72,FALSE,0
"1469","Old Dominion",2019,65.4732,326,64.2892,325,101.139,221,101.929,216,93.0411,10,96.3508,48,5.57853,112,"14",1469,1655,763,14,64,64,48,FALSE,0
"1470","Purdue",2019,66.3591,300,65.6263,276,113.828,12,121.093,5,99.7844,93,95.0422,32,26.0512,10,"3",1470,1656,760,3,8,64,61,TRUE,0
"1471","Saint Mary's",2019,64.5057,342,62.6466,347,112.69,20,114.634,21,99.1877,76,96.9231,55,17.7106,31,"11",1471,1657,758,11,64,64,57,FALSE,0
"1472","Villanova",2019,65.668,321,63.6099,333,112.402,23,116.973,16,101.437,136,98.1987,73,18.7745,26,"6",1472,1658,746,6,32,64,61,TRUE,0
"1473","UC Irvine",2019,66.0757,310,65.0838,296,108.285,67,106.606,125,94.5646,17,97.144,58,9.46217,75,"13",1473,1659,751,13,32,64,70,TRUE,1
"1474","Kansas St.",2019,64.9201,336,63.0414,342,101.553,213,107.96,102,91.5612,7,87.7377,4,20.2225,23,"4",1474,1660,786,4,64,64,64,FALSE,0
"1475","Oregon",2019,65.9065,315,64.0656,328,106.247,107,107.7,108,94.5948,18,92.5481,18,15.1521,43,"12",1475,1661,762,12,16,64,72,TRUE,1
"1476","Wisconsin",2019,64.8745,337,63.61,332,104.289,147,110.809,52,92.8886,9,87.134,3,23.675,12,"5",1476,1662,742,5,64,64,54,FALSE,0
"1477","Oklahoma",2019,69.7223,133,68.6808,112,101.398,216,109.401,73,98.1919,58,93.8663,23,15.5345,38,"9",1477,1663,764,9,32,64,95,TRUE,1
"1478","Mississippi",2019,69.2037,159,68.3346,129,108.408,64,112.779,33,101.248,132,97.6963,65,15.0831,44,"8",1478,1664,776,8,64,64,72,FALSE,0
"1479","Gardner Webb",2019,68.3164,218,67.0883,196,108.532,62,107.475,111,105.231,231,108.218,253,-0.743522,167,"16",1479,1665,794,16,64,64,56,FALSE,0
"1480","Virginia",2019,61.0806,353,59.2665,353,117.113,4,123.571,2,90.0009,4,87.9163,5,35.6552,1,"1",1480,1666,745,1,1,64,71,TRUE,0
"1481","Montana",2019,68.3879,213,66.5497,225,111.502,31,107.36,115,100.898,124,103.814,161,3.54691,137,"15",1481,1667,774,15,64,64,55,FALSE,0
"1482","Michigan",2019,65.2647,329,64.4257,320,107.986,72,115.516,18,89.8084,3,86.081,2,29.4352,5,"2",1482,1668,779,2,16,64,74,TRUE,0
"1483","Florida",2019,64.8004,339,62.6903,346,104.227,148,110.219,60,97.2175,48,91.895,14,18.3239,28,"10",1483,1669,796,10,32,64,70,TRUE,1
"1484","Nevada",2019,70.9379,87,69.2146,88,113.948,11,114,26,94.465,14,95.0771,33,18.9229,25,"7",1484,1670,772,7,64,64,61,FALSE,0
"1485","Northern Kentucky",2019,69.2867,153,67.9179,145,111.424,33,109.235,77,100.467,112,102.676,144,6.55918,100,"14",1485,1671,766,14,64,64,57,FALSE,0
"1486","Texas Tech",2019,67.7066,246,66.5403,226,108.08,70,112.694,36,87.1746,1,85.9468,1,26.7476,9,"3",1486,1672,752,3,2,64,72,TRUE,0
"1487","Arizona St.",2019,72.1332,45,70.4917,46,106.426,102,109.774,68,99.8027,94,98.5646,79,11.2091,61,"11",1487,1673,806,11,64,64,74,FALSE,0
"1488","Buffalo",2019,74.6814,10,73.7602,9,112.955,17,114.89,19,94.4045,13,94.5531,29,20.337,22,"6",1488,1674,801,6,32,64,91,TRUE,0
"1489","Vermont",2019,65.7063,320,65.3218,285,109.909,43,107.949,103,94.7423,21,99.2286,84,8.72064,80,"13",1489,1675,747,13,64,64,69,FALSE,0
"1490","Florida St.",2019,69.2552,155,68.2507,135,106.629,95,112.987,31,95.7851,33,90.4293,9,22.5574,14,"4",1490,1676,795,4,16,64,76,TRUE,0
"1491","Murray St.",2019,71.1289,76,69.0116,98,114.766,8,112.038,41,96.0872,38,98.706,81,13.3317,52,"12",1491,1677,773,12,32,64,83,TRUE,1
"1492","Marquette",2019,70.6568,88,68.5839,116,108.714,61,114.15,23,96.7389,42,95.7294,35,18.4207,27,"5",1492,1678,781,5,64,64,64,FALSE,0
"1493","Baylor",2019,66.6446,289,65.2511,291,107.248,83,113.517,28,100.481,114,98.2238,75,15.2935,41,"9",1493,1679,804,9,32,64,78,TRUE,1
"1494","Syracuse",2019,67.2957,267,66.0629,251,103.506,160,110.213,61,97.0521,45,93.9133,24,16.3,35,"8",1494,1680,755,8,64,64,69,FALSE,0
"1495","Fairleigh Dickinson",2019,67.8895,237,66.7742,214,108.37,65,106.184,137,104.709,214,110.432,295,-4.2487,208,"16",1495,1681,797,16,64,64,49,FALSE,0
"1496","Gonzaga",2019,71.5883,58,69.7687,70,123.829,1,125.125,1,90.7597,5,92.336,16,32.7887,2,"1",1496,1682,792,1,8,64,87,TRUE,0
"1497","Bradley",2019,65.8042,316,65.0632,299,100.293,246,100.892,246,98.6984,66,101.25,117,-0.358275,165,"15",1497,1683,802,15,64,64,65,FALSE,0
"1498","Michigan St.",2019,68.4006,212,67.4035,182,114.269,9,121.729,4,95.0157,22,90.3679,8,31.3607,4,"2",1498,1684,778,2,4,64,76,TRUE,0
"1499","Minnesota",2019,67.9778,234,67.4509,176,103.298,166,110.671,54,101.467,138,96.2136,44,14.4575,47,"10",1499,1685,777,10,32,64,86,TRUE,1
"1500","Louisville",2019,68.4904,205,67.1312,194,107.243,84,113.376,29,97.6744,52,92.4055,17,20.9708,17,"7",1500,1686,783,7,64,64,76,FALSE,0
"1501","Yale",2019,72.5605,37,70.7049,44,110.061,42,111.702,44,100.041,102,103.115,149,8.58693,82,"14",1501,1687,740,14,64,64,74,FALSE,0
"1502","LSU",2019,70.5931,90,69.8753,66,112.474,21,118.485,10,100.645,118,97.5196,62,20.9656,18,"3",1502,1688,782,3,16,64,79,TRUE,0
"1503","Belmont",2019,74.2457,13,71.1231,31,116.393,5,114.834,20,99.6691,89,101.76,127,13.0739,54,"11",1503,1689,803,11,64,64,77,FALSE,0
"1504","Maryland",2019,66.2805,303,65.6376,274,107.334,78,113.82,27,98.4651,63,93.8429,22,19.9776,24,"6",1504,1690,780,6,32,64,79,TRUE,0
"1505","Saint Louis",2019,66.865,283,66.0798,250,100.399,244,102.575,205,95.4529,26,96.3024,46,6.27254,104,"13",1505,1691,759,13,64,64,52,FALSE,0
"1506","Virginia Tech",2019,64.36,344,63.2505,337,114.004,10,118.433,11,95.6855,31,93.9634,25,24.4696,11,"4",1506,1692,744,4,16,64,66,TRUE,0
"1507","Liberty",2019,64.9577,335,61.7759,349,111.547,29,110.565,56,95.7813,32,99.7435,96,10.8215,63,"12",1507,1693,784,12,32,64,80,TRUE,1
"1508","Mississippi St.",2019,68.5278,200,67.4194,178,111.932,26,117.395,14,101.401,135,96.7173,51,20.6776,21,"5",1508,1694,775,5,64,64,76,FALSE,0
"1509","UCF",2019,67.106,278,64.7843,313,107.069,88,110.31,58,95.5875,28,95.7335,36,14.5761,46,"9",1509,1695,750,9,32,64,73,TRUE,1
"1510","VCU",2019,68.9655,174,68.1835,136,102.78,179,104.312,172,88.5061,2,88.6222,7,15.6895,37,"8",1510,1696,748,8,64,64,58,FALSE,0
"1511","North Dakota St.",2019,66.4861,295,64.7859,312,108.198,69,106.552,127,110.054,314,109.751,278,-3.19855,199,"16",1511,1697,768,16,64,64,62,FALSE,0
"1512","Duke",2019,73.6764,19,72.2115,18,113.184,15,120.084,6,91.745,8,88.0911,6,31.9925,3,"1",1512,1698,798,1,8,64,85,TRUE,0
"1513","Baylor",2021,70.2185,123,68.3891,179,119.43,2,123.265,3,94.472,35,93.7679,44,29.4969,4,"1",1513,25,871,1,1,2,86,TRUE,0
"1514","Gonzaga",2021,75.2784,8,74.7701,4,122.395,1,126.111,1,91.6576,12,89.4872,10,36.6241,1,"1",1514,26,856,1,2,2,70,FALSE,0
"1515","Houston",2021,65.975,312,64.9246,327,115.808,5,118.922,8,88.5559,5,90.1017,16,28.8202,6,"2",1515,79,853,2,4,4,59,FALSE,0
"1516","Baylor",2021,70.2185,123,68.3891,179,119.43,2,123.265,3,94.472,35,93.7679,44,29.4969,4,"1",1516,80,871,1,1,4,78,TRUE,0
"1517","UCLA",2021,65.2619,327,64.6928,332,108.256,48,113.403,26,102.131,195,97.4859,86,15.9175,44,"11",1517,81,819,11,4,4,90,FALSE,0
"1518","Gonzaga",2021,75.2784,8,74.7701,4,122.395,1,126.111,1,91.6576,12,89.4872,10,36.6241,1,"1",1518,82,856,1,2,4,93,TRUE,0
"1519","Houston",2021,65.975,312,64.9246,327,115.808,5,118.922,8,88.5559,5,90.1017,16,28.8202,6,"2",1519,187,853,2,4,8,67,TRUE,0
"1520","Oregon St.",2021,65.632,319,65.3971,315,104.37,105,109.326,65,104.538,250,99.1533,117,10.1728,85,"12",1520,188,830,12,8,8,61,FALSE,0
"1521","Arkansas",2021,75.3323,7,73.1045,17,108.753,39,111.502,35,93.4594,22,89.9724,14,21.5292,18,"3",1521,189,872,3,8,8,72,FALSE,0
"1522","Baylor",2021,70.2185,123,68.3891,179,119.43,2,123.265,3,94.472,35,93.7679,44,29.4969,4,"1",1522,190,871,1,1,8,81,TRUE,0
"1523","UCLA",2021,65.2619,327,64.6928,332,108.256,48,113.403,26,102.131,195,97.4859,86,15.9175,44,"11",1523,191,819,11,4,8,51,TRUE,1
"1524","Michigan",2021,67.547,251,66.8217,261,112.349,15,119.434,6,96.3266,58,88.6425,7,30.7915,2,"1",1524,192,844,1,8,8,49,FALSE,0
"1525","USC",2021,67.5611,249,67.2898,236,108.537,44,112.883,30,94.8746,41,90.6583,19,22.2245,14,"6",1525,193,817,6,8,8,66,FALSE,0
"1526","Gonzaga",2021,75.2784,8,74.7701,4,122.395,1,126.111,1,91.6576,12,89.4872,10,36.6241,1,"1",1526,194,856,1,2,8,85,TRUE,0
"1527","Houston",2021,65.975,312,64.9246,327,115.808,5,118.922,8,88.5559,5,90.1017,16,28.8202,6,"2",1527,403,853,2,4,16,62,TRUE,0
"1528","Syracuse",2021,69.6241,154,69.2068,139,108.366,46,113.82,22,101.139,161,97.5937,89,16.2268,41,"11",1528,404,825,11,16,16,46,FALSE,0
"1529","Oregon St.",2021,65.632,319,65.3971,315,104.37,105,109.326,65,104.538,250,99.1533,117,10.1728,85,"12",1529,405,830,12,8,16,65,TRUE,1
"1530","Loyola Chicago",2021,63.4532,345,64.1938,342,110.218,26,110.416,49,87.2641,3,86.6625,1,23.7539,9,"8",1530,406,847,8,16,16,58,FALSE,0
"1531","Oral Roberts",2021,72.7902,37,71.7646,47,108.965,37,108.656,74,106.738,283,107.44,285,1.21622,152,"15",1531,407,832,15,16,16,70,FALSE,0
"1532","Arkansas",2021,75.3323,7,73.1045,17,108.753,39,111.502,35,93.4594,22,89.9724,14,21.5292,18,"3",1532,408,872,3,8,16,72,TRUE,0
"1533","Villanova",2021,66.2426,300,65.0666,320,113.621,9,118.602,9,100.98,155,95.984,68,22.6184,12,"5",1533,409,814,5,16,16,51,FALSE,0
"1534","Baylor",2021,70.2185,123,68.3891,179,119.43,2,123.265,3,94.472,35,93.7679,44,29.4969,4,"1",1534,410,871,1,1,16,62,TRUE,0
"1535","Alabama",2021,75.1471,10,73.9267,9,105.998,83,111.722,34,92.8416,18,86.734,2,24.9876,8,"2",1535,411,874,2,16,16,78,FALSE,0
"1536","UCLA",2021,65.2619,327,64.6928,332,108.256,48,113.403,26,102.131,195,97.4859,86,15.9175,44,"11",1536,412,819,11,4,16,88,TRUE,1
"1537","Florida St.",2021,70.3595,117,70.5582,84,111.363,20,116.442,10,98.9496,107,94.3726,48,22.0698,15,"4",1537,413,859,4,16,16,58,FALSE,0
"1538","Michigan",2021,67.547,251,66.8217,261,112.349,15,119.434,6,96.3266,58,88.6425,7,30.7915,2,"1",1538,414,844,1,8,16,76,TRUE,0
"1539","Oregon",2021,67.8562,233,67.2355,242,109.767,30,114.453,16,99.8891,129,96.7728,76,17.6799,36,"7",1539,415,831,7,16,16,68,FALSE,0
"1540","USC",2021,67.5611,249,67.2898,236,108.537,44,112.883,30,94.8746,41,90.6583,19,22.2245,14,"6",1540,416,817,6,8,16,82,TRUE,0
"1541","Creighton",2021,69.5619,159,69.0627,144,109.643,32,114.87,14,97.5105,73,93.5652,40,21.3051,19,"5",1541,417,864,5,16,16,65,FALSE,0
"1542","Gonzaga",2021,75.2784,8,74.7701,4,122.395,1,126.111,1,91.6576,12,89.4872,10,36.6241,1,"1",1542,418,856,1,2,16,83,TRUE,0
"1543","Houston",2021,65.975,312,64.9246,327,115.808,5,118.922,8,88.5559,5,90.1017,16,28.8202,6,"2",1543,835,853,2,4,32,63,TRUE,0
"1544","Rutgers",2021,68.5249,198,67.7741,213,101.449,167,108.651,75,99.1205,110,90.5084,18,18.1428,34,"10",1544,836,828,10,32,32,60,FALSE,0
"1545","West Virginia",2021,70.6837,104,69.6016,114,107.886,55,116.128,11,100.446,142,95.8073,65,20.3206,27,"3",1545,837,811,3,32,32,72,FALSE,0
"1546","Syracuse",2021,69.6241,154,69.2068,139,108.366,46,113.82,22,101.139,161,97.5937,89,16.2268,41,"11",1546,838,825,11,16,32,75,TRUE,1
"1547","Oklahoma St.",2021,72.8164,36,71.9524,43,103.792,121,110.059,54,98.1737,84,91.2923,22,18.7671,30,"4",1547,839,833,4,32,32,70,FALSE,0
"1548","Oregon St.",2021,65.632,319,65.3971,315,104.37,105,109.326,65,104.538,250,99.1533,117,10.1728,85,"12",1548,840,830,12,8,32,80,TRUE,1
"1549","Loyola Chicago",2021,63.4532,345,64.1938,342,110.218,26,110.416,49,87.2641,3,86.6625,1,23.7539,9,"8",1549,841,847,8,16,32,71,TRUE,1
"1550","Illinois",2021,71.5738,78,70.7135,80,112.127,18,118.957,7,95.8562,50,88.3445,5,30.6122,3,"1",1550,842,852,1,32,32,58,FALSE,0
"1551","Oral Roberts",2021,72.7902,37,71.7646,47,108.965,37,108.656,74,106.738,283,107.44,285,1.21622,152,"15",1551,843,832,15,16,32,81,TRUE,1
"1552","Florida",2021,70.6908,103,68.6479,165,104.562,100,110.975,40,98.8706,105,93.4227,37,17.5522,37,"7",1552,844,860,7,32,32,78,FALSE,0
"1553","Arkansas",2021,75.3323,7,73.1045,17,108.753,39,111.502,35,93.4594,22,89.9724,14,21.5292,18,"3",1553,845,872,3,8,32,68,TRUE,0
"1554","Texas Tech",2021,66.9686,279,65.3672,316,107.923,54,112.362,33,93.8813,24,91.4155,24,20.9465,23,"6",1554,846,821,6,32,32,66,FALSE,0
"1555","North Texas",2021,65.0818,332,63.0896,350,103.916,118,105.362,119,92.9394,19,93.6646,42,11.6975,71,"13",1555,847,837,13,32,32,61,FALSE,0
"1556","Villanova",2021,66.2426,300,65.0666,320,113.621,9,118.602,9,100.98,155,95.984,68,22.6184,12,"5",1556,848,814,5,16,32,84,TRUE,0
"1557","Wisconsin",2021,65.7692,317,64.9341,326,105.076,91,112.522,32,97.043,66,89.8672,13,22.6545,10,"9",1557,849,808,9,32,32,63,FALSE,0
"1558","Baylor",2021,70.2185,123,68.3891,179,119.43,2,123.265,3,94.472,35,93.7679,44,29.4969,4,"1",1558,850,871,1,1,32,76,TRUE,0
"1559","Alabama",2021,75.1471,10,73.9267,9,105.998,83,111.722,34,92.8416,18,86.734,2,24.9876,8,"2",1559,851,874,2,16,32,96,TRUE,0
"1560","Maryland",2021,65.6478,318,65.3286,317,103.219,132,110.916,42,99.3084,116,92.1984,27,18.7175,31,"10",1560,852,845,10,32,32,77,FALSE,0
"1561","Abilene Christian",2021,71.6065,74,69.9524,102,106.373,73,103.047,157,86.3925,1,92.9196,30,10.1273,86,"14",1561,853,875,14,32,32,47,FALSE,0
"1562","UCLA",2021,65.2619,327,64.6928,332,108.256,48,113.403,26,102.131,195,97.4859,86,15.9175,44,"11",1562,854,819,11,4,32,67,TRUE,0
"1563","Florida St.",2021,70.3595,117,70.5582,84,111.363,20,116.442,10,98.9496,107,94.3726,48,22.0698,15,"4",1563,855,859,4,16,32,71,TRUE,0
"1564","Colorado",2021,66.2458,299,66.3585,280,110.094,27,114.417,17,95.8568,51,92.7358,29,21.6816,17,"5",1564,856,866,5,32,32,53,FALSE,0
"1565","LSU",2021,72.7762,38,70.7574,78,112.749,13,119.771,5,103.154,221,100.181,125,19.5899,29,"8",1565,857,846,8,32,32,78,FALSE,0
"1566","Michigan",2021,67.547,251,66.8217,261,112.349,15,119.434,6,96.3266,58,88.6425,7,30.7915,2,"1",1566,858,844,1,8,32,86,TRUE,0
"1567","Iowa",2021,70.9678,97,69.9829,100,117.408,4,123.496,2,101.074,158,94.5925,50,28.9031,5,"2",1567,859,850,2,32,32,80,FALSE,0
"1568","Oregon",2021,67.8562,233,67.2355,242,109.767,30,114.453,16,99.8891,129,96.7728,76,17.6799,36,"7",1568,860,831,7,16,32,95,TRUE,1
"1569","Kansas",2021,69.3839,169,68.2629,186,104.203,109,109.615,59,94.8304,39,88.5839,6,21.0313,22,"3",1569,861,849,3,32,32,51,FALSE,0
"1570","USC",2021,67.5611,249,67.2898,236,108.537,44,112.883,30,94.8746,41,90.6583,19,22.2245,14,"6",1570,862,817,6,8,32,85,TRUE,1
"1571","Ohio",2021,71.7136,72,69.3203,131,112.226,17,113.002,29,102.559,210,101.888,174,11.1142,78,"13",1571,863,836,13,32,32,58,FALSE,0
"1572","Creighton",2021,69.5619,159,69.0627,144,109.643,32,114.87,14,97.5105,73,93.5652,40,21.3051,19,"5",1572,864,864,5,16,32,72,TRUE,0
"1573","Oklahoma",2021,69.1751,175,67.689,222,106.109,80,111.427,36,98.5625,91,94.7836,53,16.6439,39,"8",1573,865,834,8,32,32,71,FALSE,0
"1574","Gonzaga",2021,75.2784,8,74.7701,4,122.395,1,126.111,1,91.6576,12,89.4872,10,36.6241,1,"1",1574,866,856,1,2,32,87,TRUE,0
"1575","Cleveland St.",2021,67.664,244,66.3028,282,103.581,124,100.852,199,101.464,171,99.4794,121,1.37289,151,"15",1575,1699,868,15,64,64,56,FALSE,0
"1576","Houston",2021,65.975,312,64.9246,327,115.808,5,118.922,8,88.5559,5,90.1017,16,28.8202,6,"2",1576,1700,853,2,4,64,87,TRUE,0
"1577","Rutgers",2021,68.5249,198,67.7741,213,101.449,167,108.651,75,99.1205,110,90.5084,18,18.1428,34,"10",1577,1701,828,10,32,64,60,TRUE,1
"1578","Clemson",2021,64.8682,333,64.2422,338,100.131,192,106.87,99,95.3828,44,90.7046,20,16.1652,42,"7",1578,1702,869,7,64,64,56,FALSE,0
"1579","Morehead St.",2021,67.166,272,65.5948,312,100.374,187,100.165,214,94.537,36,96.2694,72,3.89559,128,"14",1579,1703,841,14,64,64,67,FALSE,0
"1580","West Virginia",2021,70.6837,104,69.6016,114,107.886,55,116.128,11,100.446,142,95.8073,65,20.3206,27,"3",1580,1704,811,3,32,64,84,TRUE,0
"1581","Syracuse",2021,69.6241,154,69.2068,139,108.366,46,113.82,22,101.139,161,97.5937,89,16.2268,41,"11",1581,1705,825,11,16,64,78,TRUE,1
"1582","San Diego St.",2021,66.8552,281,66.0736,298,109.872,29,110.835,44,91.4916,10,89.5391,11,21.296,20,"6",1582,1706,827,6,64,64,62,FALSE,0
"1583","Liberty",2021,64.4,336,63.1252,348,113.773,8,110.143,52,96.5376,60,101.773,168,8.37002,97,"13",1583,1707,848,13,64,64,60,FALSE,0
"1584","Oklahoma St.",2021,72.8164,36,71.9524,43,103.792,121,110.059,54,98.1737,84,91.2923,22,18.7671,30,"4",1584,1708,833,4,32,64,69,TRUE,0
"1585","Oregon St.",2021,65.632,319,65.3971,315,104.37,105,109.326,65,104.538,250,99.1533,117,10.1728,85,"12",1585,1709,830,12,8,64,70,TRUE,1
"1586","Tennessee",2021,68.813,186,67.3118,233,105.227,90,108.804,71,91.6883,13,87.7414,4,21.0624,21,"5",1586,1710,824,5,64,64,56,FALSE,0
"1587","Georgia Tech",2021,68.0089,226,67.7637,215,108.198,49,113.332,27,100.068,133,94.783,52,18.5494,32,"9",1587,1711,857,9,64,64,60,FALSE,0
"1588","Loyola Chicago",2021,63.4532,345,64.1938,342,110.218,26,110.416,49,87.2641,3,86.6625,1,23.7539,9,"8",1588,1712,847,8,16,64,71,TRUE,0
"1589","Drexel",2021,65.9441,313,64.2271,340,108.611,41,107.143,95,101.644,179,105.525,247,1.6183,146,"16",1589,1713,862,16,64,64,49,FALSE,0
"1590","Illinois",2021,71.5738,78,70.7135,80,112.127,18,118.957,7,95.8562,50,88.3445,5,30.6122,3,"1",1590,1714,852,1,32,64,78,TRUE,0
"1591","Oral Roberts",2021,72.7902,37,71.7646,47,108.965,37,108.656,74,106.738,283,107.44,285,1.21622,152,"15",1591,1715,832,15,16,64,75,TRUE,1
