"","TeamName","Season","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM","seed","BY.YEAR.NO","BY.ROUND.NO","TEAM.NO","SEED","ROUND","CURRENT.ROUND","SCORE","Win","Upset"
"343","Wake Forest",2010,70.944,39,68.4678,50,100.586,182,106.69,105,94.4855,43,91.7943,23,14.8954,54,"9",343,1087,137,9,32,64,81,TRUE,1
"344","Texas",2010,74.2328,8,71.1683,12,108.636,44,113.444,26,93.5525,31,92.8117,33,20.6323,18,"8",344,1088,146,8,64,64,80,FALSE,0
"345","East Tennessee St.",2010,68.5995,115,66.1025,145,100.26,190,100.3,199,96.0429,60,97.8928,90,2.40771,148,"16",345,1089,187,16,64,64,71,FALSE,0
"346","Kentucky",2010,70.2796,58,67.5908,73,111.703,19,114.384,23,92.007,21,89.4743,8,24.9097,8,"1",346,1090,178,1,8,64,100,TRUE,0
"347","North Texas",2010,68.7368,106,67.1128,94,104.924,96,102.939,162,100.028,145,103.298,194,-0.358811,178,"15",347,1091,165,15,64,64,62,FALSE,0
"348","Kansas St.",2010,72.0852,24,69.501,27,109.484,34,115.425,17,95.5026,49,90.4885,16,24.9367,7,"2",348,1092,179,2,8,64,82,TRUE,0
"349","Florida",2010,66.5122,217,63.5599,263,107.29,59,112.433,34,98.2634,109,97.4388,84,14.9939,52,"10",349,1093,186,10,64,64,92,FALSE,0
"350","BYU",2010,71.4716,28,70.9239,13,115.54,5,117.315,11,91.6015,13,92.8309,34,24.4842,9,"7",350,1094,192,7,32,64,99,TRUE,0
"351","Oakland",2010,70.3125,55,68.5659,46,106.79,71,107.635,90,102.102,186,103.917,209,3.71824,133,"14",351,1095,162,14,64,64,66,FALSE,0
"352","Pittsburgh",2010,62.4253,326,60.3262,329,106.642,76,111.307,46,96.3626,73,92.5315,31,18.7753,27,"3",352,1096,157,3,32,64,89,TRUE,0
"353","Minnesota",2010,66.4077,225,65.3869,184,108.613,45,112.547,33,96.248,67,93.7989,42,18.7481,28,"11",353,1097,172,11,64,64,54,FALSE,0
"354","Xavier",2010,70.633,45,68.8639,37,110.624,26,114.769,20,95.6034,52,94.9437,54,19.8256,23,"6",354,1098,131,6,16,64,65,TRUE,0
"355","Murray St.",2010,67.9082,148,65.5723,177,112.056,15,108.952,68,90.0948,7,94.3666,48,14.5856,55,"13",355,1099,168,13,32,64,66,TRUE,1
"356","Vanderbilt",2010,70.6732,43,68.4945,48,109.144,37,113.609,25,98.7092,123,96.0838,66,17.5253,37,"4",356,1100,140,4,64,64,65,FALSE,0
"357","UTEP",2010,70.1326,63,67.4737,79,106.576,78,107.504,91,90.3511,8,89.9248,11,17.5793,36,"12",357,1101,141,12,64,64,59,FALSE,0
"358","Butler",2010,64.3953,289,63.243,272,108.722,43,110.745,49,92.7457,27,90.7154,18,20.0295,22,"5",358,1102,193,5,2,64,77,TRUE,0
"359","Florida St.",2010,67.8539,152,64.8904,205,100.334,188,104.941,139,88.6542,1,86.3361,3,18.605,29,"9",359,1103,185,9,64,64,60,FALSE,0
"360","Gonzaga",2010,69.3671,80,67.0743,96,110.661,25,112.378,36,96.8793,79,95.585,62,16.7934,42,"8",360,1104,182,8,32,64,67,TRUE,0
"361","Vermont",2010,67.4622,176,65.8979,157,104.818,98,103.697,150,94.7835,44,100.573,135,3.12414,138,"16",361,1105,139,16,64,64,56,FALSE,0
"362","Syracuse",2010,71.3527,31,68.6909,41,114.239,7,118.167,7,94.217,39,90.5783,17,27.5886,3,"1",362,1106,149,1,16,64,79,TRUE,0
"363","UC Santa Barbara",2010,67.4269,179,66.0756,147,99.8584,196,100.038,203,97.4716,91,97.6604,86,2.37748,149,"15",363,1107,144,15,64,64,51,FALSE,0
"364","Ohio St.",2010,64.7007,282,64.023,239,113.734,10,117.429,9,94.2241,40,91.9581,25,25.4713,6,"2",364,1108,160,2,16,64,68,TRUE,0
"365","Georgia Tech",2010,70.7976,41,67.9549,64,102.079,151,108.997,67,93.6062,33,90.9613,19,18.0357,32,"10",365,1109,183,10,32,64,64,TRUE,1
"366","Oklahoma St.",2010,69.147,90,66.2045,137,107.342,58,111.497,43,98.4707,117,94.9637,55,16.5333,45,"7",366,1110,159,7,64,64,59,FALSE,0
"367","Ohio",2010,68.8889,100,68.1933,57,104.266,108,105.808,122,97.5162,93,98.4546,97,7.35379,100,"14",367,1111,161,14,32,64,97,TRUE,1
"368","Georgetown",2010,66.5004,219,65.0947,197,110.137,30,116.551,12,97.8964,104,92.2687,29,24.2828,10,"3",368,1112,184,3,64,64,83,FALSE,0
"369","San Diego St.",2010,64.1147,296,62.9348,281,107.887,53,111.49,44,96.0161,59,94.1721,47,17.3175,40,"11",369,1113,151,11,64,64,59,FALSE,0
"370","Tennessee",2010,70.7526,42,67.6684,69,103.24,127,106.604,106,91.8969,19,89.2115,7,17.3928,38,"6",370,1114,147,6,8,64,62,TRUE,0
"371","Houston",2010,71.6911,26,70.8516,14,109.115,38,111.84,41,103.912,240,102.537,174,9.30246,84,"13",371,1115,181,13,64,64,77,FALSE,0
"372","Maryland",2010,70.1536,62,68.1243,61,111.617,21,117.599,8,96.108,61,94.8962,53,22.7026,13,"4",372,1116,174,4,32,64,89,TRUE,0
"373","New Mexico St.",2010,72.1945,22,70.1148,23,108.915,40,111.342,45,108.027,316,105.22,231,6.12172,112,"12",373,1117,166,12,64,64,67,FALSE,0
"374","Michigan St.",2010,66.706,211,65.5206,178,108.383,48,112.268,37,95.439,47,91.9702,26,20.2975,20,"5",374,1118,173,5,4,64,70,TRUE,0
"375","Northern Iowa",2010,59.2562,345,58.576,340,106.921,67,108.029,81,91.4167,11,89.7638,9,18.2648,31,"9",375,1119,164,9,16,64,69,TRUE,1
"376","UNLV",2010,67.4894,172,65.9121,156,107.214,61,109.859,59,94.0021,36,92.6156,32,17.2431,41,"8",376,1120,143,8,64,64,66,FALSE,0
"377","Lehigh",2010,69.8128,73,68.4313,51,107.245,60,104.907,140,99.2673,130,106.362,252,-1.45422,191,"16",377,1121,177,16,64,64,74,FALSE,0
"378","Kansas",2010,70.0725,66,66.6569,115,115.923,4,119.854,2,90.9538,9,87.3419,4,32.5121,1,"1",378,1122,180,1,32,64,90,TRUE,0
"379","Butler",2011,65.4927,241,63.7754,265,109.473,41,112.272,34,97.9504,84,97.278,69,14.9935,44,"8",379,7,257,8,2,2,41,FALSE,0
"380","Connecticut",2011,66.1988,202,65.3986,186,108.613,47,114.804,21,98.441,95,93.1006,27,21.703,15,"3",380,8,253,3,1,2,53,TRUE,0
"381","Butler",2011,65.4927,241,63.7754,265,109.473,41,112.272,34,97.9504,84,97.278,69,14.9935,44,"8",381,43,257,8,2,4,70,TRUE,0
"382","VCU",2011,65.9302,217,65.9737,161,107.434,54,109.563,60,101.36,169,100.813,126,8.74997,82,"11",382,44,202,11,4,4,62,FALSE,0
"383","Connecticut",2011,66.1988,202,65.3986,186,108.613,47,114.804,21,98.441,95,93.1006,27,21.703,15,"3",383,45,253,3,1,4,56,TRUE,0
"384","Kentucky",2011,67.24,158,65.932,163,113.602,12,117.76,7,94.8943,35,92.4889,23,25.2715,9,"4",384,46,240,4,4,4,55,FALSE,0
"385","Florida",2011,63.6893,301,62.5758,309,109.694,36,114.555,23,96.9113,66,95.0304,45,19.5245,21,"2",385,115,251,2,8,8,71,FALSE,0
"386","Butler",2011,65.4927,241,63.7754,265,109.473,41,112.272,34,97.9504,84,97.278,69,14.9935,44,"8",386,116,257,8,2,8,74,TRUE,1
"387","VCU",2011,65.9302,217,65.9737,161,107.434,54,109.563,60,101.36,169,100.813,126,8.74997,82,"11",387,117,202,11,4,8,71,TRUE,1
"388","Kansas",2011,70.5076,38,68.9821,40,116.525,6,119.505,5,92.4144,13,90.8029,12,28.7018,3,"1",388,118,242,1,8,8,61,FALSE,0
"389","Connecticut",2011,66.1988,202,65.3986,186,108.613,47,114.804,21,98.441,95,93.1006,27,21.703,15,"3",389,119,253,3,1,8,65,TRUE,0
"390","Arizona",2011,67.0341,171,65.5658,176,112.742,15,115.936,14,98.916,103,97.0522,67,18.8834,24,"5",390,120,261,5,8,8,63,FALSE,0
"391","North Carolina",2011,72.3548,17,70.5943,18,105.296,87,110.652,50,93.3377,20,89.1087,6,21.5431,16,"2",391,121,230,2,8,8,69,FALSE,0
"392","Kentucky",2011,67.24,158,65.932,163,113.602,12,117.76,7,94.8943,35,92.4889,23,25.2715,9,"4",392,122,240,4,4,8,76,TRUE,1
"393","Florida",2011,63.6893,301,62.5758,309,109.694,36,114.555,23,96.9113,66,95.0304,45,19.5245,21,"2",393,259,251,2,8,16,83,TRUE,0
"394","BYU",2011,71.5867,24,70.3423,20,112.665,16,117.73,8,94.6423,34,94.2638,38,23.4657,11,"3",394,260,256,3,16,16,74,FALSE,0
"395","Wisconsin",2011,57.0086,345,56.891,344,118.524,2,121.946,2,101.529,179,96.348,58,25.5977,8,"4",395,261,198,4,16,16,54,FALSE,0
"396","Butler",2011,65.4927,241,63.7754,265,109.473,41,112.272,34,97.9504,84,97.278,69,14.9935,44,"8",396,262,257,8,2,16,61,TRUE,1
"397","Florida St.",2011,69.6532,45,67.5152,73,99.0533,224,103.157,162,89.6939,3,88.1874,2,14.9701,45,"10",397,263,250,10,16,16,71,FALSE,0
"398","VCU",2011,65.9302,217,65.9737,161,107.434,54,109.563,60,101.36,169,100.813,126,8.74997,82,"11",398,264,202,11,4,16,72,TRUE,1
"399","Richmond",2011,64.1354,287,63.1619,288,108.788,46,111.003,47,94.5571,33,95.4298,51,15.5729,39,"12",399,265,220,12,16,16,57,FALSE,0
"400","Kansas",2011,70.5076,38,68.9821,40,116.525,6,119.505,5,92.4144,13,90.8029,12,28.7018,3,"1",400,266,242,1,8,16,77,TRUE,0
"401","San Diego St.",2011,64.2117,284,62.8786,298,110.503,28,113.834,26,91.7511,11,88.2242,3,25.6096,7,"2",401,267,218,2,16,16,67,FALSE,0
"402","Connecticut",2011,66.1988,202,65.3986,186,108.613,47,114.804,21,98.441,95,93.1006,27,21.703,15,"3",402,268,253,3,1,16,74,TRUE,1
"403","Arizona",2011,67.0341,171,65.5658,176,112.742,15,115.936,14,98.916,103,97.0522,67,18.8834,24,"5",403,269,261,5,8,16,93,TRUE,1
"404","Duke",2011,70.7504,33,69.1256,38,114.459,10,118.637,6,90.8377,8,89.0891,5,29.5475,2,"1",404,270,252,1,16,16,77,FALSE,0
"405","North Carolina",2011,72.3548,17,70.5943,18,105.296,87,110.652,50,93.3377,20,89.1087,6,21.5431,16,"2",405,271,230,2,8,16,81,TRUE,0
"406","Marquette",2011,68.6201,83,66.7571,113,110.602,27,115.623,16,101.177,164,97.4927,74,18.1301,28,"11",406,272,236,11,16,16,63,FALSE,0
"407","Kentucky",2011,67.24,158,65.932,163,113.602,12,117.76,7,94.8943,35,92.4889,23,25.2715,9,"4",407,273,240,4,4,16,62,TRUE,1
"408","Ohio St.",2011,64.4348,273,64.4098,241,119.336,1,123.643,1,93.5864,22,91.4115,14,32.232,1,"1",408,274,226,1,16,16,60,FALSE,0
"409","Florida",2011,63.6893,301,62.5758,309,109.694,36,114.555,23,96.9113,66,95.0304,45,19.5245,21,"2",409,547,251,2,8,32,73,TRUE,0
"410","UCLA",2011,67.2723,157,65.5545,177,103.484,123,107.561,87,96.8479,63,93.8189,34,13.7419,51,"7",410,548,209,7,32,32,65,FALSE,0
"411","BYU",2011,71.5867,24,70.3423,20,112.665,16,117.73,8,94.6423,34,94.2638,38,23.4657,11,"3",411,549,256,3,16,32,89,TRUE,0
"412","Gonzaga",2011,68.1979,102,66.6571,118,110.305,31,110.61,51,95.0132,36,94.1013,37,16.5087,36,"11",412,550,246,11,32,32,67,FALSE,0
"413","Wisconsin",2011,57.0086,345,56.891,344,118.524,2,121.946,2,101.529,179,96.348,58,25.5977,8,"4",413,551,198,4,16,32,70,TRUE,0
"414","Kansas St.",2011,69.1149,67,66.786,112,105.024,92,109.524,61,95.9404,47,92.0845,20,17.4393,30,"5",414,552,241,5,32,32,65,FALSE,0
"415","Butler",2011,65.4927,241,63.7754,265,109.473,41,112.272,34,97.9504,84,97.278,69,14.9935,44,"8",415,553,257,8,2,32,71,TRUE,1
"416","Pittsburgh",2011,63.5924,303,62.2651,312,116.073,7,119.627,4,95.5812,45,92.2012,21,27.4261,4,"1",416,554,223,1,32,32,70,FALSE,0
"417","Notre Dame",2011,64.603,267,63.3777,279,115.826,8,121.279,3,100.42,142,96.6246,61,24.6542,10,"2",417,555,228,2,32,32,57,FALSE,0
"418","Florida St.",2011,69.6532,45,67.5152,73,99.0533,224,103.157,162,89.6939,3,88.1874,2,14.9701,45,"10",418,556,250,10,16,32,71,TRUE,1
"419","Purdue",2011,66.3216,196,66.3974,132,109.276,45,115.013,19,93.1151,19,89.4016,7,25.6115,6,"3",419,557,221,3,32,32,76,FALSE,0
"420","VCU",2011,65.9302,217,65.9737,161,107.434,54,109.563,60,101.36,169,100.813,126,8.74997,82,"11",420,558,202,11,4,32,94,TRUE,1
"421","Morehead St.",2011,64.1904,285,63.8399,261,105.992,77,105.208,116,95.9971,48,98.4152,86,6.79253,94,"13",421,559,231,13,32,32,48,FALSE,0
"422","Richmond",2011,64.1354,287,63.1619,288,108.788,46,111.003,47,94.5571,33,95.4298,51,15.5729,39,"12",422,560,220,12,16,32,65,TRUE,0
"423","Illinois",2011,66.4718,189,65.2946,194,106.76,64,112.305,33,98.039,86,92.727,25,19.5782,20,"9",423,561,244,9,32,32,59,FALSE,0
"424","Kansas",2011,70.5076,38,68.9821,40,116.525,6,119.505,5,92.4144,13,90.8029,12,28.7018,3,"1",424,562,242,1,8,32,73,TRUE,0
"425","San Diego St.",2011,64.2117,284,62.8786,298,110.503,28,113.834,26,91.7511,11,88.2242,3,25.6096,7,"2",425,563,218,2,16,32,71,TRUE,0
"426","Temple",2011,66.077,210,64.7767,230,107.186,56,109.724,59,93.5883,23,92.7362,26,16.988,32,"7",426,564,215,7,32,32,64,FALSE,0
"427","Connecticut",2011,66.1988,202,65.3986,186,108.613,47,114.804,21,98.441,95,93.1006,27,21.703,15,"3",427,565,253,3,1,32,69,TRUE,0
"428","Cincinnati",2011,64.011,292,63.2667,283,106.907,61,109.822,58,92.4169,14,90.218,9,19.6039,19,"6",428,566,255,6,32,32,58,FALSE,0
"429","Texas",2011,68.1422,105,65.8605,166,109.459,42,114.882,20,89.996,5,88.1564,1,26.7252,5,"4",429,567,213,4,32,32,69,FALSE,0
"430","Arizona",2011,67.0341,171,65.5658,176,112.742,15,115.936,14,98.916,103,97.0522,67,18.8834,24,"5",430,568,261,5,8,32,70,TRUE,1
"431","Michigan",2011,61.603,333,61.959,322,105.662,80,110.77,48,101.198,165,95.3533,49,15.4164,40,"8",431,569,234,8,32,32,71,FALSE,0
"432","Duke",2011,70.7504,33,69.1256,38,114.459,10,118.637,6,90.8377,8,89.0891,5,29.5475,2,"1",432,570,252,1,16,32,73,TRUE,0
"433","North Carolina",2011,72.3548,17,70.5943,18,105.296,87,110.652,50,93.3377,20,89.1087,6,21.5431,16,"2",433,571,230,2,8,32,86,TRUE,0
"434","Washington",2011,72.5481,15,70.7555,16,113.938,11,116.488,11,96.5736,58,94.2736,39,22.2141,14,"7",434,572,200,7,32,32,83,FALSE,0
"435","Syracuse",2011,66.0981,207,65.0381,212,110.378,30,114.248,25,95.1008,38,91.6187,17,22.6298,13,"3",435,573,216,3,32,32,62,FALSE,0
"436","Marquette",2011,68.6201,83,66.7571,113,110.602,27,115.623,16,101.177,164,97.4927,74,18.1301,28,"11",436,574,236,11,16,32,66,TRUE,1
"437","Kentucky",2011,67.24,158,65.932,163,113.602,12,117.76,7,94.8943,35,92.4889,23,25.2715,9,"4",437,575,240,4,4,32,71,TRUE,0
"438","West Virginia",2011,64.4403,272,62.7344,304,107.683,52,113.313,27,99.8426,123,93.145,28,20.1684,18,"5",438,576,199,5,32,32,63,FALSE,0
"439","George Mason",2011,64.6733,265,65.0301,213,112.378,17,113.269,28,94.1214,27,94.9599,44,18.3096,26,"8",439,577,249,8,32,32,66,FALSE,0
"440","Ohio St.",2011,64.4348,273,64.4098,241,119.336,1,123.643,1,93.5864,22,91.4115,14,32.232,1,"1",440,578,226,1,16,32,98,TRUE,0
"441","UC Santa Barbara",2011,65.4057,243,64.4276,240,102.863,137,103.503,154,99.8333,121,99.4018,103,4.10161,121,"15",441,1123,210,15,64,64,51,FALSE,0
"442","Florida",2011,63.6893,301,62.5758,309,109.694,36,114.555,23,96.9113,66,95.0304,45,19.5245,21,"2",442,1124,251,2,8,64,79,TRUE,0
"443","Michigan St.",2011,65.7577,225,65.0151,214,102.307,153,108.503,75,100.085,133,93.7079,32,14.7956,46,"10",443,1125,233,10,64,64,76,FALSE,0
"444","UCLA",2011,67.2723,157,65.5545,177,103.484,123,107.561,87,96.8479,63,93.8189,34,13.7419,51,"7",444,1126,209,7,32,64,78,TRUE,0
"445","Wofford",2011,64.5106,270,63.4771,275,112.3,18,111.911,39,103.219,210,104.341,214,7.57016,86,"14",445,1127,197,14,64,64,66,FALSE,0
"446","BYU",2011,71.5867,24,70.3423,20,112.665,16,117.73,8,94.6423,34,94.2638,38,23.4657,11,"3",446,1128,256,3,16,64,74,TRUE,0
"447","Gonzaga",2011,68.1979,102,66.6571,118,110.305,31,110.61,51,95.0132,36,94.1013,37,16.5087,36,"11",447,1129,246,11,32,64,86,TRUE,1
"448","St. John's",2011,66.3559,193,66.3588,138,105.155,88,110.496,52,99.5019,113,93.6698,31,16.8263,33,"6",448,1130,217,6,64,64,71,FALSE,0
"449","Belmont",2011,69.7082,43,68.7655,43,114.765,9,112.236,36,88.0346,2,93.268,29,18.9677,23,"13",449,1131,260,13,64,64,58,FALSE,0
"450","Wisconsin",2011,57.0086,345,56.891,344,118.524,2,121.946,2,101.529,179,96.348,58,25.5977,8,"4",450,1132,198,4,16,64,72,TRUE,0
"451","Utah St.",2011,64.0677,291,62.8424,299,110.473,29,110.413,53,89.8328,4,90.2135,8,20.1997,17,"12",451,1133,205,12,64,64,68,FALSE,0
"452","Kansas St.",2011,69.1149,67,66.786,112,105.024,92,109.524,61,95.9404,47,92.0845,20,17.4393,30,"5",452,1134,241,5,32,64,73,TRUE,0
"453","Old Dominion",2011,61.092,339,60.8228,330,107.864,50,109.126,67,95.1762,40,94.8747,43,14.251,49,"9",453,1135,225,9,64,64,58,FALSE,0
"454","Butler",2011,65.4927,241,63.7754,265,109.473,41,112.272,34,97.9504,84,97.278,69,14.9935,44,"8",454,1136,257,8,2,64,60,TRUE,0
"455","UNC Asheville",2011,69.3618,58,67.7991,66,101.445,175,101.432,194,96.5695,57,99.0391,97,2.393,144,"16",455,1137,208,16,64,64,51,FALSE,0
"456","Pittsburgh",2011,63.5924,303,62.2651,312,116.073,7,119.627,4,95.5812,45,92.2012,21,27.4261,4,"1",456,1138,223,1,32,64,74,TRUE,0
"457","Akron",2011,66.658,184,66.2222,147,103.175,132,103.29,161,97.6911,81,99.533,106,3.75741,125,"15",457,1139,263,15,64,64,56,FALSE,0
"458","Notre Dame",2011,64.603,267,63.3777,279,115.826,8,121.279,3,100.42,142,96.6246,61,24.6542,10,"2",458,1140,228,2,32,64,69,TRUE,0
"459","Florida St.",2011,69.6532,45,67.5152,73,99.0533,224,103.157,162,89.6939,3,88.1874,2,14.9701,45,"10",459,1141,250,10,16,64,57,TRUE,1
"460","Texas A&M",2011,63.2801,309,61.4192,326,106.504,67,109.943,56,96.2696,53,94.5593,40,15.3838,41,"7",460,1142,212,7,64,64,50,FALSE,0
"461","Saint Peter's",2011,65.7111,228,64.6119,231,92.8353,308,95.0018,292,90.9427,9,91.7599,18,3.24183,129,"14",461,1143,219,14,64,64,43,FALSE,0
"462","Purdue",2011,66.3216,196,66.3974,132,109.276,45,115.013,19,93.1151,19,89.4016,7,25.6115,6,"3",462,1144,221,3,32,64,65,TRUE,0
"463","VCU",2011,65.9302,217,65.9737,161,107.434,54,109.563,60,101.36,169,100.813,126,8.74997,82,"11",463,1145,202,11,4,64,74,TRUE,1
"464","Georgetown",2011,65.1498,251,63.7784,263,107.862,51,114.287,24,101.031,158,95.2916,48,18.9952,22,"6",464,1146,248,6,64,64,56,FALSE,0
"465","Morehead St.",2011,64.1904,285,63.8399,261,105.992,77,105.208,116,95.9971,48,98.4152,86,6.79253,94,"13",465,1147,231,13,32,64,62,TRUE,1
"466","Louisville",2011,68.3829,90,66.988,98,107.678,53,111.247,45,92.8978,17,88.3769,4,22.87,12,"4",466,1148,237,4,64,64,61,FALSE,0
"467","Richmond",2011,64.1354,287,63.1619,288,108.788,46,111.003,47,94.5571,33,95.4298,51,15.5729,39,"12",467,1149,220,12,16,64,69,TRUE,1
"468","Vanderbilt",2011,68.0881,109,66.882,104,110.92,26,115.206,17,98.6379,101,97.7687,78,17.437,31,"5",468,1150,203,5,64,64,66,FALSE,0
"469","Illinois",2011,66.4718,189,65.2946,194,106.76,64,112.305,33,98.039,86,92.727,25,19.5782,20,"9",469,1151,244,9,32,64,73,TRUE,1
"470","UNLV",2011,67.4797,139,66.9325,100,106.286,74,110.321,55,92.4839,15,91.5518,15,18.7696,25,"8",470,1152,207,8,64,64,62,FALSE,0
"471","Boston University",2011,63.0458,314,63.0646,291,103.323,126,102.907,166,99.6121,117,103.292,186,-0.385171,170,"16",471,1153,259,16,64,64,53,FALSE,0
"472","Kansas",2011,70.5076,38,68.9821,40,116.525,6,119.505,5,92.4144,13,90.8029,12,28.7018,3,"1",472,1154,242,1,8,64,72,TRUE,0
"473","Northern Colorado",2011,66.7474,178,67.118,92,106.39,70,106.011,103,99.4488,111,101.426,138,4.58447,116,"15",473,1155,229,15,64,64,50,FALSE,0
"474","San Diego St.",2011,64.2117,284,62.8786,298,110.503,28,113.834,26,91.7511,11,88.2242,3,25.6096,7,"2",474,1156,218,2,16,64,68,TRUE,0
"475","Penn St.",2011,59.8818,342,59.8734,337,105.586,82,111.847,40,104.354,249,97.4264,72,14.4209,47,"10",475,1157,224,10,64,64,64,FALSE,0
"476","Temple",2011,66.077,210,64.7767,230,107.186,56,109.724,59,93.5883,23,92.7362,26,16.988,32,"7",476,1158,215,7,32,64,66,TRUE,0
"477","Bucknell",2011,66.3444,194,65.0026,217,106.365,71,105.356,114,95.4503,44,97.7759,79,7.57974,85,"14",477,1159,258,14,64,64,52,FALSE,0
"478","Connecticut",2011,66.1988,202,65.3986,186,108.613,47,114.804,21,98.441,95,93.1006,27,21.703,15,"3",478,1160,253,3,1,64,81,TRUE,0
"479","Missouri",2011,72.7273,12,71.2086,13,109.681,37,112.932,31,97.9669,85,96.3729,59,16.559,34,"11",479,1161,232,11,64,64,63,FALSE,0
"480","Cincinnati",2011,64.011,292,63.2667,283,106.907,61,109.822,58,92.4169,14,90.218,9,19.6039,19,"6",480,1162,255,6,32,64,78,TRUE,0
"481","Oakland",2011,72.5613,14,71.6088,9,116.945,4,117.282,9,105.125,261,104.345,215,12.9371,58,"13",481,1163,227,13,64,64,81,FALSE,0
"482","Texas",2011,68.1422,105,65.8605,166,109.459,42,114.882,20,89.996,5,88.1564,1,26.7252,5,"4",482,1164,213,4,32,64,85,TRUE,0
"483","Memphis",2011,69.3134,60,67.8874,62,102.813,140,103.673,147,97.3981,76,96.7112,62,6.96184,91,"12",483,1165,235,12,64,64,75,FALSE,0
"484","Arizona",2011,67.0341,171,65.5658,176,112.742,15,115.936,14,98.916,103,97.0522,67,18.8834,24,"5",484,1166,261,5,8,64,77,TRUE,0
"485","Tennessee",2011,67.5239,137,66.3754,135,103.67,118,107.96,81,98.9857,107,94.5968,41,13.3636,54,"9",485,1167,214,9,64,64,45,FALSE,0
"486","Michigan",2011,61.603,333,61.959,322,105.662,80,110.77,48,101.198,165,95.3533,49,15.4164,40,"8",486,1168,234,8,32,64,75,TRUE,0
"487","Hampton",2011,67.6211,134,66.566,122,97.3629,258,93.9345,299,90.3353,7,97.7279,76,-3.79341,203,"16",487,1169,245,16,64,64,45,FALSE,0
"488","Duke",2011,70.7504,33,69.1256,38,114.459,10,118.637,6,90.8377,8,89.0891,5,29.5475,2,"1",488,1170,252,1,16,64,87,TRUE,0
"489","LIU Brooklyn",2011,74.5339,6,73.2043,5,110.06,33,108.912,70,98.5844,99,103.533,190,5.37973,107,"15",489,1171,238,15,64,64,87,FALSE,0
"490","North Carolina",2011,72.3548,17,70.5943,18,105.296,87,110.652,50,93.3377,20,89.1087,6,21.5431,16,"2",490,1172,230,2,8,64,102,TRUE,0
"491","Georgia",2011,64.9962,255,64.1695,247,103.602,119,107.153,90,96.4666,56,95.1889,47,11.9637,64,"10",491,1173,247,10,64,64,65,FALSE,0
"492","Washington",2011,72.5481,15,70.7555,16,113.938,11,116.488,11,96.5736,58,94.2736,39,22.2141,14,"7",492,1174,200,7,32,64,68,TRUE,0
"493","Indiana St.",2011,65.078,253,65.4175,185,100.042,205,101.49,192,97.9268,83,96.8677,63,4.62225,115,"14",493,1175,243,14,64,64,60,FALSE,0
"494","Syracuse",2011,66.0981,207,65.0381,212,110.378,30,114.248,25,95.1008,38,91.6187,17,22.6298,13,"3",494,1176,216,3,32,64,77,TRUE,0
"495","Marquette",2011,68.6201,83,66.7571,113,110.602,27,115.623,16,101.177,164,97.4927,74,18.1301,28,"11",495,1177,236,11,16,64,66,TRUE,1
"496","Xavier",2011,65.3632,245,64.8622,226,109.395,44,112.808,32,97.2645,72,96.2683,57,16.5395,35,"6",496,1178,196,6,64,64,55,FALSE,0
"497","Princeton",2011,64.254,282,63.3505,280,106.251,75,106.219,100,97.4252,77,97.4016,71,8.81724,81,"13",497,1179,222,13,64,64,57,FALSE,0
"498","Kentucky",2011,67.24,158,65.932,163,113.602,12,117.76,7,94.8943,35,92.4889,23,25.2715,9,"4",498,1180,240,4,4,64,59,TRUE,0
"499","Clemson",2011,65.5855,236,64.0185,255,103.467,124,107.856,84,92.0852,12,90.4152,10,17.4409,29,"12",499,1181,254,12,64,64,76,FALSE,0
"500","West Virginia",2011,64.4403,272,62.7344,304,107.683,52,113.313,27,99.8426,123,93.145,28,20.1684,18,"5",500,1182,199,5,32,64,84,TRUE,0
"501","Villanova",2011,66.2173,199,65.5804,175,109.562,40,114.746,22,98.9267,104,96.4465,60,18.299,27,"9",501,1183,201,9,64,64,57,FALSE,0
"502","George Mason",2011,64.6733,265,65.0301,213,112.378,17,113.269,28,94.1214,27,94.9599,44,18.3096,26,"8",502,1184,249,8,32,64,61,TRUE,0
"503","UTSA",2011,68.6707,81,67.0401,94,102.713,141,101.474,193,102.999,204,106.668,257,-5.19344,227,"16",503,1185,204,16,64,64,46,FALSE,0
"504","Ohio St.",2011,64.4348,273,64.4098,241,119.336,1,123.643,1,93.5864,22,91.4115,14,32.232,1,"1",504,1186,226,1,16,64,75,TRUE,0
"505","Kansas",2012,68.0938,109,65.9779,91,109.926,22,116.066,12,90.4833,15,89.1479,7,26.918,4,"2",505,9,310,2,2,2,59,FALSE,0
"506","Kentucky",2012,66.7066,180,64.0843,183,115.593,4,120.566,2,89.0214,8,88.8382,6,31.7277,1,"1",506,10,308,1,1,2,67,TRUE,0
"507","Kansas",2012,68.0938,109,65.9779,91,109.926,22,116.066,12,90.4833,15,89.1479,7,26.918,4,"2",507,47,310,2,2,4,64,TRUE,0
"508","Ohio St.",2012,67.2467,147,65.7505,100,110.99,18,117.705,7,88.3204,3,87.8032,3,29.9016,2,"2",508,48,286,2,4,4,62,FALSE,0
"509","Louisville",2012,68.2541,100,65.9921,90,99.3696,179,105.207,127,88.5398,4,86.3916,2,18.8157,20,"4",509,49,303,4,4,4,61,FALSE,0
