victor,season,victor_avg_score,victor_avg_assists,victor_avg_blocks,victor_avg_dreb,victor_avg_fgp,victor_avg_oreb,victor_avg_steals,victor_avg_fta,victor_avg_3fgp,victor_avg_to,victor_avg_opp_score,round,region_number,region_name,seed_t1,score_t1,name_t1,name_t2,score_t2,seed_t2,loser,upset,victor_seed,loser_seed,loser_avg_score,loser_avg_assists,loser_avg_blocks,loser_avg_dreb,loser_avg_fgp,loser_avg_oreb,loser_avg_steals,loser_avg_fta,loser_avg_3fgp,loser_avg_to,loser_avg_opp_score,season_avg_score,season_avg_assists,season_avg_blocks,season_avg_dreb,season_avg_fgp,season_avg_oreb,season_avg_steals,season_avg_fta,season_avg_3fgp,season_avg_to,season_avg_opp_score
VCU,2007,75.02941176470588,13.529411764705882,3.0294117647058822,21.08823529411765,46.15588235294118,12.029411764705882,7.794117647058823,22.88235294117647,40.15294117647059,11.294117647058824,65.91176470588235,1,2,West,6,77,Duke,VCU,79,11,Duke,1,11,6,70.125,13,4.625,23.84375,47.11875,11.5625,7.1875,20.8125,38.8,15.375,61.71875,70.34185859482415,13.730719232718217,3.4719870393742776,23.146150932256802,44.925983865142314,11.541147841580502,6.770628285863588,20.474536618841707,35.31221508571564,14.25163442855273,67.78918045952834
Xavier,2007,76.32352941176471,14.941176470588236,3.5,22.941176470588236,47.94117647058823,10.794117647058824,5.617647058823529,24.91176470588235,39.05,12.676470588235293,65.52941176470588,1,4,South,8,77,BYU,Xavier,79,9,BYU,1,9,8,78.03030303030303,16,3.393939393939394,25.12121212121212,49.5,12.030303030303031,5.96969696969697,20,41.95454545454545,13.545454545454545,69.60606060606061,70.34185859482415,13.730719232718217,3.4719870393742776,23.146150932256802,44.925983865142314,11.541147841580502,6.770628285863588,20.474536618841707,35.31221508571564,14.25163442855273,67.78918045952834
Davidson,2008,77.65714285714286,17.057142857142857,3.1714285714285713,24.571428571428573,46.857142857142854,11.714285714285714,7.885714285714286,15.942857142857143,36.537142857142854,11.82857142857143,63.31428571428572,1,2,Midwest,7,76,Gonzaga,Davidson,82,10,Gonzaga,1,10,7,76.375,14.46875,4.5625,26.25,48.30625,11.28125,7.5,22.15625,35.75625,14.21875,63.625,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
Davidson,2008,77.65714285714286,17.057142857142857,3.1714285714285713,24.571428571428573,46.857142857142854,11.714285714285714,7.885714285714286,15.942857142857143,36.537142857142854,11.82857142857143,63.31428571428572,2,2,Midwest,2,70,Georgetown,Davidson,74,10,Georgetown,1,10,2,69.18181818181819,15.393939393939394,4.818181818181818,25.12121212121212,48.912121212121214,9.909090909090908,6.96969696969697,17.09090909090909,38.10606060606061,13.484848484848484,57.90909090909091,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
Davidson,2008,77.65714285714286,17.057142857142857,3.1714285714285713,24.571428571428573,46.857142857142854,11.714285714285714,7.885714285714286,15.942857142857143,36.537142857142854,11.82857142857143,63.31428571428572,3,2,Midwest,10,73,Davidson,Wisconsin,56,3,Wisconsin,1,10,3,67.4,12.628571428571428,3.3714285714285714,24.314285714285713,44.96,11.771428571428572,6.114285714285714,20.285714285714285,35.53142857142857,12.085714285714285,54.51428571428571,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
Louisville,2008,72.25714285714285,14.885714285714286,4.9714285714285715,25.65714285714286,46.55428571428571,11.371428571428572,8.085714285714285,20.428571428571427,35.17142857142857,13.6,60.65714285714286,3,1,East,2,60,Tennessee,Louisville,79,3,Tennessee,1,3,2,82.05714285714286,17.714285714285715,3.3142857142857145,23.714285714285715,45.89142857142857,13.971428571428572,9.285714285714286,23.97142857142857,35.31142857142857,13.257142857142858,70,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
Villanova,2008,72.52941176470588,13.294117647058824,2.764705882352941,22.764705882352942,43.21764705882353,12.941176470588236,7.911764705882353,21.852941176470587,33.976470588235294,14.117647058823529,69.41176470588235,1,2,Midwest,5,69,Clemson,Villanova,75,12,Clemson,1,12,5,79.18181818181819,15.696969696969697,5.545454545454546,22.606060606060606,45.63030303030303,15.666666666666666,10,19.818181818181817,37.663636363636364,14.666666666666666,69.06060606060606,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
West Virginia,2008,74.83783783783784,15.432432432432432,5.081081081081081,23.756756756756758,45.127027027027026,12.243243243243244,6.945945945945946,21.135135135135137,35.3054054054054,11.162162162162161,63.567567567567565,2,4,West,2,67,Duke,West Virginia,73,7,Duke,1,7,2,82.93939393939394,14.636363636363637,3.909090909090909,24.606060606060606,46.16969696969697,12.636363636363637,8.545454545454545,24.848484848484848,37.36969696969697,13.666666666666666,69.12121212121212,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
Arkansas,2008,74.23529411764706,14.529411764705882,5.235294117647059,23.764705882352942,46.87352941176471,12.764705882352942,6.852941176470588,21.705882352941178,34.58235294117647,15.117647058823529,67.94117647058823,1,1,East,8,72,Indiana,Arkansas,86,9,Indiana,1,9,8,75.03030303030303,13.212121212121213,3.787878787878788,26.09090909090909,46.378787878787875,11.696969696969697,7.0606060606060606,23.03030303030303,34.95454545454545,13.606060606060606,65.33333333333333,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
Siena,2008,76.33333333333333,14.212121212121213,3.5454545454545454,22.272727272727273,45.03636363636364,11.515151515151516,9.454545454545455,22,37.95454545454545,11.272727272727273,70.78787878787878,1,2,Midwest,4,62,Vanderbilt,Siena,83,13,Vanderbilt,1,13,4,79.66666666666667,17.727272727272727,3.484848484848485,24.78787878787879,46.79090909090909,10.545454545454545,6.0606060606060606,22.424242424242426,40.32727272727273,14.727272727272727,74.57575757575758,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
Texas A&M,2008,71.25714285714285,13.657142857142857,4.057142857142857,27.4,47.18857142857143,11.82857142857143,4.3428571428571425,22.62857142857143,35.72,12.685714285714285,61.17142857142857,1,4,West,8,62,BYU,Texas A&M,67,9,BYU,1,9,8,74.66666666666667,17.303030303030305,3.9696969696969697,28.393939393939394,46.56666666666666,10.515151515151516,6.03030303030303,21.303030303030305,38.36060606060606,14.242424242424242,63.18181818181818,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
Kansas St,2008,78.09375,15.46875,3.375,25.03125,44.23125,16.53125,7.53125,23.6875,31.11875,15.3125,69.375,1,2,Midwest,6,67,USC,Kansas St,80,11,USC,1,11,6,68.90625,12.15625,4.40625,24.34375,47.928125,9.28125,5.71875,20.125,38.384375,14.46875,63.71875,70.65121906171365,13.728513187189614,3.5231345175383004,23.622352199969722,44.780516292864085,11.41618212081341,6.788890288493778,20.396111964377383,35.536055075260776,13.964846662312473,67.64081942177701
